Feature 1 (Discrete),Feature 2 (Discrete),Feature 3 (Discrete),Feature 4 (Discrete),Feature 5 (Discrete),Feature 6 (Discrete),Feature 7 (Discrete),Feature 8 (Discrete),Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19 (Discrete),Feature 20 (Discrete),Feature 21 (Discrete),Feature 22 (Discrete),Feature 23 (Discrete),Feature 24,Target Variable (Discrete)
231,3,87,2,1,1,1,1,-101.146,35780.1,35792.5,0.00014205,0.053,1436.093,4300.2,2100.3,8100.001,15.01,80,1,0,23,231,26985.2,1
236,0,90,3,3,0,1,0,0.002,712.1,732.4,0.00141004,98.602,99.204,45.5,,120.003,1.01,81,3,9,66,236,25757.5,8
457,3,145,2,1,0,1,3,0.005,1407.3,1412.1,0.00032104,52.002,114.003,450.1,350.2,1500.005,10.04,1,1,1,61,457,25163.2,1
621,3,174,2,1,1,1,1,68.521,35776.1,35796.1,0.00023703,0.045,1436.084,3739.4,2510.5,9600.004,15.02,2,1,3,5,621,26766.3,1
462,3,145,2,1,0,1,3,0.005,1413.1,1414.1,6.42E-05,52.002,114.104,450.3,350.5,1500.002,10.05,1,1,1,61,462,25873.5,1
884,3,225,2,5,2,1,3,0.002,20135.3,20152.4,0.00032103,55.104,716.403,2217.4,980.2,1136.001,10.02,3,1,1,47,884,32711.5,6
995,0,97,62,1,0,0,0,0.004,607.3,625.4,0.00129003,97.991,7.014,6.2,,,,218,50,5,11,995,40039.3,1
1303,3,125,2,2,1,1,1,-105.498,35744.1,35829.2,0.00101004,4.113,1436.123,3200.1,1545.3,2800.003,4.04,2,1,1,153,1308,23696.3,1
935,0,40,9,2,0,4,3,0.001,343.4,589.2,0.01800005,141.784,93.915,300.5,,,5.01,209,8,23,129,935,36608.4,0
1147,0,120,14,2,0,1,0,0.001,668.3,672.3,0.00028402,98.064,98.153,,,,,104,12,10,85,1152,39208.2,2
407,0,124,2,8,0,1,3,0.002,437.2,449.4,0.00088105,40.501,94.682,3.4,,,1.01,110,1,18,86,407,39395.3,8
1354,23,379,33,5,1,1,1,52.503,35743.5,35823.1,0.00094901,0.044,1435.923,5953.1,,,15.01,32,2,0,12,1359,37393.3,1
1299,3,125,2,2,1,1,1,72.673,35738.5,35834.5,0.00114002,1.974,1436.103,3200.3,1540.3,3800.002,4.01,2,1,1,153,1304,25967.4,1
238,8,61,27,1,0,4,0,0.002,636.3,663.1,0.00192001,98.003,97.714,447.4,,,10.04,56,26,9,16,238,40716.1,0
1285,0,346,14,0,0,1,0,0.001,466.3,486.2,0.00146005,97.311,94.124,5.3,,,,289,12,11,134,1290,40926.1,2
296,3,3,2,2,1,1,1,60.014,35771.2,35802.4,0.00036804,0.033,1436.123,1156.3,884.4,1240.001,10.05,21,1,1,21,296,27691.1,1
1158,34,292,59,1,1,1,1,4.855,35776.2,35795.5,0.00022502,0.045,1436.104,4400.1,,,15.02,20,1,3,20,1163,32299.4,1
470,3,145,2,1,0,1,3,0.004,1413.5,1414.3,6.42E-05,52.005,114.102,450.5,350.4,1500.002,10.02,1,1,1,61,470,26081.2,1
1052,7,40,5,2,0,1,4,0.001,1473.2,1516.4,0.00273002,82.504,115.864,250.1,,300.003,5.01,24,6,7,59,1052,39057.3,1
1203,10,49,23,1,1,1,1,-69.926,35776.5,35796.2,0.00023705,0.065,1436.105,4100.1,1750.3,,,30,2,0,19,1208,32768.5,1
1092,3,277,2,2,0,2,3,0.002,1016.5,1201.3,0.01240002,63.405,107.404,5000.4,,,,3,1,1,10,1094,31708.5,0
466,3,145,2,1,0,1,3,0.004,1411.4,1416.5,0.00032102,52.004,114.105,450.5,350.3,1500.004,10.02,1,1,3,92,466,25961.5,1
1315,44,362,79,3,1,1,1,-64.998,35777.4,35796.5,0.00022504,0.215,1436.102,5100.2,,,15.05,31,12,2,154,1320,33414.1,1
312,3,99,2,1,1,1,1,-109.968,35778.3,35793.5,0.00017802,0.034,1436.105,5500.2,,20000.005,15.04,1,1,14,64,312,33207.1,1
1255,10,22,10,1,1,1,1,-62.995,35783.1,35791.3,9.49E-05,0.022,1436.104,4970.5,2150.3,12000.004,15.02,1,1,3,5,1260,37602.3,1
932,0,40,9,2,0,4,3,0.002,385.4,601.3,0.01570005,140.941,94.473,300.2,,,5.03,209,8,23,129,932,39650.1,0
1162,0,293,34,1,1,1,1,-78.995,35788.1,35800.1,0.00014201,0.005,1436.004,3180.2,,,18.05,264,1,0,19,1167,40664.3,1
478,3,145,2,1,0,1,3,0.005,1412.1,1416.2,0.00025704,52.001,114.102,450.2,350.1,1500.001,10.03,125,34,3,26,478,31574.2,1
1001,4,250,35,3,0,4,0,0.003,678.2,691.4,0.00092105,98.502,98.455,970.5,,,5.01,19,2,0,132,1001,39019.2,0
741,15,184,16,1,1,1,1,127.511,35772.5,35801.1,0.00034405,1.193,1436.105,4400.2,1858.3,,15.04,20,1,0,12,741,29272.4,1
503,7,40,5,5,2,1,3,0.004,19116.5,19146.4,0.00058803,64.774,675.784,935.3,,1700.003,10.05,101,6,7,95,503,37372.2,6
107,16,17,17,1,1,1,1,28.143,35770.4,35802.4,0.00038005,0.075,1436.104,1420.3,700.2,1500.002,15.04,29,1,0,25,107,26638.2,1
765,15,192,16,0,0,1,0,0.004,651.4,667.5,0.00114003,98.035,97.925,3.1,,,1.05,163,15,12,55,765,33499.2,2
934,0,40,9,2,0,4,3,0.004,340.1,576.1,0.01730004,141.763,93.752,300.3,,,5.04,209,8,23,129,934,31601.1,0
377,7,117,5,1,1,1,1,13.971,35774.2,35798.5,0.00028502,0.022,1436.104,2600.2,,6000.001,44022.05,98,6,3,24,377,27441.2,1
70,3,24,12,1,0,1,0,0.005,694.3,850.4,0.01090001,98.201,100.301,12.3,12.4,,,27,10,3,30,70,28366.1,3
1097,0,278,23,3,0,18,3,,735.3,760.1,0.00176003,25.002,99.803,110.5,,70.002,3.02,251,56,1,103,1102,25504.1,0
933,0,40,9,2,0,4,3,0.001,367.5,764.3,0.02860002,143.402,95.975,300.3,,,4.01,210,8,23,129,933,27434.2,0
1082,38,274,66,1,0,1,0,0.005,648.1,758.5,0.00778002,97.802,98.802,12.3,,,,245,55,3,11,1082,31121.4,1
871,3,225,2,5,2,1,3,0.005,20123.2,20247.4,0.00233004,54.901,718.095,2217.5,980.3,1136.003,10.02,3,1,1,47,871,24876.5,6
390,0,120,14,3,0,1,0,0.003,488.2,500.4,0.00087404,97.355,94.495,160.2,,,,104,12,10,54,390,38998.5,2
424,3,133,2,1,1,1,1,-88.957,35775.2,35798.5,0.00027301,0.015,1436.104,5493.3,,16000.003,13.05,1,1,13,64,424,28702.1,1
333,3,106,2,3,0,3,0,0.001,702.3,703.4,7.07E-05,98.201,98.803,2967.1,,4600.005,5.04,90,1,4,47,333,28376.4,0
728,3,179,2,11,0,1,4,0.001,748.5,750.3,0.00014003,86.403,99.804,689.5,556.2,1400.004,8.03,152,1,7,112,728,27451.3,1
641,0,175,2,1,1,1,1,304.501,35777.3,35811.1,0.00040305,0.102,1436.105,3300.2,,,15.01,1,1,0,12,641,40874.5,1
862,3,225,2,5,2,1,3,0.001,20457.2,20469.3,0.00022402,54.985,729.395,1630.2,,1136.003,10.01,2,1,1,67,862,39533.1,6
1031,24,263,43,3,0,4,0,0.003,667.2,697.5,0.00213003,98.205,98.404,113.3,,,3.05,233,35,5,30,1031,37791.1,0
1278,12,120,14,3,1,1,1,77.084,35769.2,35813.2,0.00052205,0.062,1436.083,3750.3,,,,104,12,2,41,1283,32779.4,1
154,5,46,3,8,0,4,0,0.005,500.5,521.2,0.00153003,97.903,94.803,92.2,77.3,120.003,1.52,47,3,9,44,154,26959.3,7
1195,4,309,35,2,3,10,1,0.004,389.2,17480.2,0.55800005,2.102,314.004,117.4,,,,10,2,0,19,1200,33752.4,2
600,3,2,2,2,3,2,7,0.005,1111.3,37564.2,0.70900004,63.001,684.005,4000.5,,,,143,1,4,67,600,29249.3,0
1221,3,317,2,2,0,1,3,0.004,1347.4,1352.4,0.00032405,58.004,112.685,2240.2,1100.5,,43865.02,278,1,1,47,1226,35937.2,2
136,0,42,14,7,1,1,1,89.503,35606.3,35953.2,0.00412004,55.002,1435.733,4200.4,,,8.02,44,12,2,32,136,40938.2,6
50,8,18,2,1,1,1,1,-124.855,35778.3,35793.1,0.00017802,3.003,1436.103,2500.4,,5000.001,15.01,12,1,0,19,50,33275.5,1
864,3,225,2,5,2,1,3,0.001,20471.3,20476.4,9.31E-05,54.924,729.001,1630.1,,1136.002,10.04,2,1,1,10,864,40105.1,6
753,20,58,18,3,1,8,1,74.072,35783.5,35789.1,7.12E-05,0.041,1436.083,1060.1,500.3,550.005,43958.04,145,18,6,117,753,27525.5,0
1127,0,120,14,3,0,1,0,0.001,690.1,705.4,0.00106003,98.204,98.602,,,,,104,12,11,54,1132,40286.5,2
1214,7,40,5,2,0,1,4,0.002,1467.2,1503.4,0.00229002,82.505,115.701,225.2,,,3.04,276,6,7,43,1219,27868.1,1
241,3,91,2,2,0,9,0,0.001,837.1,851.5,0.00097002,98.905,101.802,1152.2,823.5,900.004,5.04,21,1,4,57,241,25991.2,0
757,0,189,50,1,1,1,1,58.504,35784.2,35789.1,5.93E-05,0.122,1436.083,,,5500.001,15.04,30,14,3,38,757,39728.1,1
98,16,17,17,1,1,1,1,19.241,35780.5,35791.4,0.00013001,0.044,1436.083,3379.3,3010.5,6600.003,15.04,29,1,3,24,98,25071.2,1
1268,6,341,4,1,1,1,1,-3.998,35777.5,35795.1,0.00021303,0.075,1436.075,1400.4,646.3,1400.003,12.04,2,1,1,47,1273,25358.1,1
451,3,141,2,1,0,1,3,0.005,508.4,586.3,0.00564001,64.504,95.602,1360.3,,,5.04,121,1,5,11,451,31789.4,2
583,15,165,16,3,0,1,0,0.004,613.2,666.2,0.00378001,97.981,97.511,60.3,,50.004,,137,15,5,11,583,40015.2,2
405,3,123,2,8,0,1,5,0.004,437.1,667.5,0.01660005,99.105,95.704,2.2,,,0.29,109,1,4,47,405,40377.2,5
956,3,245,2,1,0,1,3,0.005,788.5,796.5,0.00055904,45.002,100.703,45.3,22.1,160.002,5.02,12,1,18,14,956,25980.5,1
634,3,175,2,1,1,1,1,72.003,35781.1,35792.5,0.00013001,0.031,1436.111,6199.1,,,18.01,147,1,3,5,634,38098.4,1
694,3,179,2,11,0,1,4,0.005,776.4,779.3,0.00021001,86.403,100.405,689.1,556.3,1400.002,8.04,152,1,4,111,694,25272.3,1
61,3,21,2,0,0,1,4,0.001,1440.5,1459.4,0.00121001,101.404,114.901,29.1,,,,25,1,4,29,61,7530.3,1
400,3,2,2,2,0,6,3,0.001,1068.3,1107.4,0.00261005,123.001,107.002,,,,,108,1,4,67,400,38109.5,0
162,0,51,10,0,0,1,0,0.003,613.3,739.5,0.00894001,97.973,98.274,10.4,,,,50,4,5,11,162,40020.5,5
59,0,20,9,5,1,1,1,65.002,35633.1,35796.5,0.00194002,0.011,1432.003,,,,12.02,23,8,3,28,59,39237.1,1
1011,0,233,2,2,0,1,3,0.005,494.1,800.2,0.02180003,64.785,97.661,1.2,,,,224,1,1,10,1011,40976.4,5
306,23,95,33,3,0,4,0,0.001,662.2,680.5,0.00128003,98.002,98.203,200.4,,360.003,5.03,75,24,3,11,306,35682.4,0
1027,5,262,3,1,0,4,0,0.005,621.3,638.3,0.00121004,97.901,97.301,175.4,150.2,,7.04,232,23,3,11,1027,33312.4,0
316,3,99,2,1,1,1,1,-61.499,35776.1,35796.5,0.00023701,0.054,1436.064,6658.2,3228.1,,15.05,1,1,3,20,316,39008.1,1
759,3,2,2,2,0,4,5,0.005,264.5,1050.3,0.05590004,97.904,97.001,18000.2,10000.4,,5.05,3,1,4,8,759,28888.4,0
1352,0,378,14,0,0,1,0,0.002,519.4,538.5,0.00138002,97.465,95.205,2.5,,,,308,12,10,63,1357,40909.3,1
676,3,179,2,11,0,1,4,0.002,776.5,779.1,0.00021001,86.405,100.401,689.4,556.4,1400.001,8.04,152,1,4,111,676,24969.1,1
651,3,175,2,1,1,1,1,60.055,35782.1,35789.3,8.30E-05,0.014,1436.071,4680.3,2350.5,8500.003,13.03,1,1,3,24,651,27380.3,1
119,0,29,1,3,1,1,1,26.021,35780.1,35791.2,0.00013004,0.074,1436.064,3304.3,1487.2,,15.05,10,7,3,20,119,29526.5,1
210,21,75,31,7,0,6,0,0.003,622.1,623.4,7.15E-05,97.905,97.201,1700.5,,,5.01,66,14,4,61,210,33412.4,0
509,7,40,5,5,2,1,3,0.005,19094.1,19171.1,0.00151004,64.901,675.835,1480.4,,1600.004,7.02,101,6,3,24,509,32276.3,6
523,7,40,5,5,2,1,3,0.004,19126.5,19158.3,0.00062702,64.825,676.201,1415.1,,1000.005,7.04,101,6,7,95,523,37829.2,6
266,0,92,2,1,0,4,3,0.001,398.1,406.5,0.00059105,51.643,92.604,4.1,,,,82,1,15,68,266,40980.2,0
570,4,157,45,2,0,4,0,0.002,679.1,682.5,0.00021304,98.101,98.372,4200.4,1700.4,2900.001,5.05,10,7,0,12,570,36124.5,0
1267,40,340,74,3,0,4,0,0.001,824.3,826.1,0.00013903,98.703,101.404,750.3,670.5,840.004,5.01,10,2,5,11,1272,33396.4,0
129,12,42,14,7,2,1,3,0.004,21460.1,21595.4,0.00242001,55.162,773.192,2200.3,,,8.02,44,12,2,32,129,38250.1,6
279,0,92,2,1,0,4,3,0.001,400.3,401.2,7.38E-05,51.601,92.503,4.1,,,,82,1,15,68,279,41481.3,0
522,7,40,5,5,2,1,3,0.004,19079.3,19175.5,0.00188004,64.841,675.614,1415.2,,1000.002,7.01,101,6,3,20,522,37137.2,6
81,12,28,14,1,1,1,1,87.683,35778.3,35795.5,0.00020201,0.025,1436.125,3000.3,1418.4,6797.001,15.03,3,1,2,32,81,25354.3,1
926,8,239,27,1,2,1,2,0.002,8063.5,8069.5,0.00020802,0.044,287.932,650.4,,1500.002,,30,2,0,128,926,40349.3,1
888,0,59,10,3,0,1,0,0.004,772.2,786.3,0.00097903,98.605,100.401,74.4,,,,200,4,6,16,888,39089.3,13
14,3,3,2,2,1,1,1,-119.996,35772.2,35801.5,0.00034403,2.345,1436.104,6169.2,,,14.01,7,1,1,10,14,38254.5,1
469,3,145,2,1,0,1,3,0.004,1413.3,1415.5,0.00012803,52.001,114.102,450.4,350.5,1500.005,10.04,1,1,3,92,469,25944.2,1
178,0,61,27,1,0,1,0,0.002,636.2,658.5,0.00157001,98.004,97.662,91.2,,,,56,23,9,16,178,40718.1,2
947,3,245,2,1,0,1,3,0.003,789.5,794.1,0.00034904,45.005,100.703,45.5,22.1,160.003,5.02,12,1,18,14,947,25419.1,1
620,14,173,48,3,3,1,6,0.001,6292.5,156833.3,0.85600001,53.952,4032.863,4000.4,3414.4,2000.004,2.02,146,41,3,5,620,27540.3,5
1390,12,382,14,3,0,1,0,0.005,511.3,512.5,7.28E-05,97.302,94.901,1800.5,,,,313,12,10,54,1395,34839.1,0
111,16,17,17,1,1,1,1,23.485,35770.1,35804.1,0.00040301,0.061,1436.071,1500.1,750.5,1500.004,10.01,2,1,0,13,111,27400.1,1
677,3,179,2,11,0,1,4,0.004,776.3,779.5,0.00021004,86.402,100.403,689.1,556.2,1400.004,8.05,152,1,4,111,677,24966.2,1
468,3,145,2,1,0,1,3,0.005,1413.4,1414.3,6.42E-05,52.001,114.105,450.2,350.3,1500.003,10.01,1,1,3,92,468,25945.5,1
1038,7,269,5,11,0,17,0,0.004,461.5,472.2,0.00080502,97.294,93.931,5900.4,,,3.02,236,6,3,122,1038,40360.3,17
214,3,78,2,0,0,1,3,0.005,479.3,791.4,0.02230005,64.602,97.401,3.5,,,1.03,68,1,4,10,214,38761.3,8
1107,15,281,16,0,0,1,0,0.001,607.3,627.4,0.00143001,97.804,97.002,3.2,,,,255,15,6,50,1112,32791.2,2
327,4,103,35,2,0,2,0,0.004,675.3,692.2,0.00121002,98.215,98.434,120.2,,,,32,2,0,75,327,38010.2,0
160,10,49,23,1,1,1,1,-84.027,35772.5,35800.1,0.00033203,0.072,1436.091,2495.3,1050.1,1800.001,12.01,2,1,0,23,160,26469.3,1
476,3,145,2,1,0,1,3,0.002,1412.4,1415.4,0.00019305,52.005,114.101,450.1,350.1,1500.004,10.04,125,34,3,26,476,32264.4,1
1406,12,382,14,2,1,1,1,129.845,35778.3,35796.4,0.00021304,0.305,1436.135,5200.1,,,,104,12,2,32,1411,37804.4,1
26,0,5,2,1,0,1,3,0.001,356.5,700.1,0.02490004,55.003,95.191,5.4,,,,9,1,1,10,26,40660.3,2
1186,15,303,16,0,0,1,0,0.004,657.4,665.2,0.00056902,98.102,98.004,50.3,,,,270,15,12,55,1191,33496.3,2
1337,0,344,14,3,0,1,0,0.002,520.4,540.4,0.00119005,97.464,95.231,1.5,,,,205,12,10,63,1342,40918.3,2
182,0,64,14,1,1,1,1,81.004,35778.1,35796.1,0.00021304,0.015,1436.125,5200.3,,8000.005,15.01,31,12,2,32,182,41103.5,1
1039,0,269,5,11,0,1,0,,469.3,472.5,0.00021902,97.282,94.015,5900.4,,,5.01,236,6,3,122,1039,41386.3,0
25,0,5,2,1,0,1,3,0.004,356.4,700.4,0.02490002,55.002,95.191,5.1,,,,9,1,1,10,25,40659.4,2
275,0,92,2,1,0,4,3,0.005,403.5,406.4,0.00022104,51.605,92.604,4.1,,,,82,1,15,68,275,41484.5,0
1157,3,291,2,1,3,1,7,0.003,6179.4,47086.1,0.62000002,63.402,994.835,3727.1,1570.1,,15.01,1,1,3,24,1162,26626.1,1
901,3,232,2,3,0,8,0,0.004,827.2,827.5,2.00E-08,98.705,101.404,2128.3,,,,202,1,4,47,901,37849.4,0
1124,12,120,14,3,0,1,0,0.003,689.3,704.4,0.00106005,98.104,98.702,,,,,104,12,11,54,1129,39202.1,2
1073,5,72,3,2,0,6,3,0.004,473.5,496.4,0.00168003,98.171,94.304,770.4,,,10.05,244,3,7,43,1073,32283.3,0
885,3,225,2,5,2,1,3,0.001,20160.1,20209.3,0.00092303,55.125,718.073,2059.3,980.4,1136.005,10.01,21,1,1,47,885,35752.1,6
38,9,15,7,3,0,4,0,0.001,672.3,674.1,0.00014205,98.105,98.201,130.5,,,5.05,10,7,6,16,38,36798.3,0
848,3,222,2,2,1,1,1,-100.099,35550.3,36023.5,0.00561004,4.111,1436.102,6804.5,,,44116.02,21,1,1,10,848,39206.3,1
1121,12,120,14,3,0,1,0,0.001,686.3,703.4,0.00120002,98.101,98.702,,,,3.05,257,12,11,54,1126,36088.1,5
1366,12,382,14,2,0,2,3,0.002,1080.4,1089.4,0.00060403,63.382,106.931,,,,,104,12,11,85,1371,39011.1,0
586,15,167,16,0,0,1,0,0.004,650.5,669.1,0.00135004,98.202,97.903,7.3,,,1.03,138,15,12,55,586,38340.5,2
1227,14,77,15,3,0,3,4,0.002,473.2,476.3,0.00021905,87.305,93.904,468.3,369.3,608.004,4.02,19,2,7,59,1232,39452.4,0
382,7,117,5,1,1,1,1,140.001,35420.2,35940.3,0.00618005,0.083,1430.605,3400.5,,,15.01,100,6,3,20,382,39487.5,1
465,3,145,2,1,0,1,3,0.003,1411.1,1417.3,0.00038503,52.005,114.101,450.4,350.5,1500.002,10.02,1,1,3,92,465,25652.1,1
343,0,111,1,1,1,1,1,-116.795,35779.5,35795.5,0.00019003,0.024,1436.103,5500.3,2300.4,13000.003,15.05,2,1,1,2,343,41589.3,1
1302,3,125,2,2,1,1,1,-177.116,35763.3,35775.3,0.00014204,3.342,1435.225,3200.5,1545.1,2800.005,4.02,2,1,1,153,1307,23467.1,1
66,0,22,10,1,1,1,1,-107.299,35773.3,35799.2,0.00030804,0.012,1436.084,4905.3,,17500.002,15.02,1,1,3,20,66,39127.4,1
338,24,110,38,1,1,1,1,42.082,35761.5,35810.5,0.00058103,0.022,1436.062,3535.5,1900.3,9000.005,15.03,22,2,0,79,338,26666.4,1
642,3,175,2,1,1,1,1,26.114,35774.2,35798.3,0.00028504,0.034,1436.092,2730.2,2519.2,9700.002,15.04,148,1,3,24,642,24916.1,1
289,0,92,2,1,0,4,0,0.003,500.4,514.3,0.00102004,97.514,94.763,4.1,,,,82,1,6,45,289,41613.1,0
433,0,32,15,1,2,1,3,0.005,23220.3,23239.3,0.00032105,57.102,844.005,723.1,,,12.03,117,32,0,90,433,40890.3,6
148,12,42,14,7,1,1,1,104.211,35708.3,35864.1,0.00185002,55.161,1436.081,4200.4,1900.3,,8.02,44,12,2,42,148,37948.2,6
852,22,223,8,3,0,1,0,0.002,654.2,659.3,0.00035604,98.405,97.904,20.5,15.2,20.002,,198,40,0,25,852,28493.1,1
686,3,179,2,11,0,1,4,0.001,776.3,780.3,0.00028003,86.404,100.401,689.2,556.1,1400.001,8.02,152,1,4,111,686,25106.3,1
227,3,87,2,1,1,1,1,-102.795,35785.2,35786.4,1.19E-05,0.094,1436.043,5900.5,,8700.002,15.04,79,1,3,36,227,36131.2,1
724,3,179,2,11,0,1,4,0.001,773.1,782.1,0.00063002,86.404,100.405,689.4,556.3,1400.002,8.05,152,1,4,47,724,27374.3,1
149,0,42,14,7,1,1,1,100.304,35676.4,35890.3,0.00254001,54.972,1435.923,4200.1,1900.2,,8.03,44,12,2,42,149,41434.4,6
975,0,245,2,1,0,1,3,0.003,615.3,658.3,0.00307005,47.005,97.445,172.1,,400.003,5.05,213,1,1,2,975,41182.1,1
1120,0,283,2,1,1,1,1,108.025,35787.2,35791.1,4.74E-05,0.054,1436.203,5271.2,2835.4,12700.005,15.03,2,1,1,2,1125,41380.4,1
605,0,172,27,1,1,1,1,178.203,35761.5,35810.5,0.00058102,0.093,1436.071,2074.2,860.4,,13.03,20,1,1,107,605,24674.1,1
587,0,167,16,0,0,1,0,0.004,557.2,579.3,0.00159002,31.005,96.002,10.5,,5.002,1.03,138,15,12,55,587,41340.5,2
737,20,58,18,3,0,4,0,0.004,817.1,823.2,0.00041703,98.801,101.303,1360.5,,1200.005,5.01,145,18,6,116,737,28051.5,0
488,4,145,2,1,0,1,3,0.005,1413.5,1414.5,6.43E-05,52.004,114.104,700.3,,1700.004,15.03,30,14,3,94,488,38042.4,1
1136,12,120,14,3,0,1,0,0.002,581.3,607.2,0.00187001,97.603,96.603,,,,3.02,259,12,10,51,1141,33408.3,5
659,3,179,2,11,0,1,4,0.001,776.1,779.4,0.00021001,86.402,100.404,689.1,556.1,1400.004,8.05,152,1,3,24,659,24839.3,1
1047,7,40,5,2,0,1,4,0.004,1498.2,1509.2,0.00069902,82.503,116.002,280.3,,300.002,5.05,177,6,7,59,1047,35498.3,1
113,16,17,17,1,1,1,1,31.553,35787.2,35793.4,7.13E-05,0.052,1436.261,5724.4,,,15.02,10,2,0,19,113,39617.2,1
1151,0,288,67,3,0,1,0,0.001,681.4,703.1,0.00156004,97.904,98.604,170.3,,,3.05,262,6,7,43,1156,28893.2,1
1281,0,344,14,3,0,0,0,0.004,477.3,493.2,0.00117001,97.422,94.313,67.3,,,,205,12,10,51,1286,40144.2,9
308,0,96,9,0,0,1,0,0.002,601.5,623.1,0.00158002,97.971,96.933,1.3,,,,85,8,5,11,308,40021.4,1
1376,0,382,14,2,0,2,3,0.002,1087.4,1094.3,0.00046904,63.403,107.053,,,,,104,12,11,85,1381,40111.1,0
265,0,92,2,1,0,4,3,0.002,397.2,407.1,0.00073803,51.642,92.601,4.5,,,,82,1,15,68,265,40979.5,0
320,3,99,2,1,1,1,1,-118.846,35782.3,35789.4,8.30E-05,0.011,1436.071,4027.2,2200.1,13000.001,12.03,21,1,1,35,320,27378.2,1
560,0,58,18,3,1,1,1,93.503,35782.4,35805.5,0.00027301,0.103,1436.101,3164.1,,,12.01,39,18,0,12,560,41028.2,1
851,0,222,2,2,1,1,1,,35576.4,35998.2,0.00501003,4.502,1436.103,6804.5,,,,21,1,1,10,851,41622.2,1
63,11,22,10,1,1,1,1,-107.295,35777.4,35795.2,0.00021301,0.022,1436.101,4500.5,,10000.004,15.01,10,7,3,20,63,28868.4,1
889,12,227,57,1,1,1,1,42.501,35793.3,35795.4,2.37E-05,0.205,1436.101,5150.1,,,15.04,31,12,2,32,889,38014.4,1
144,12,42,14,7,1,1,1,118.003,35670.3,35893.3,0.00265004,55.091,1435.823,4200.2,1900.5,,8.01,44,12,2,42,144,36828.4,6
219,0,82,16,3,0,6,0,0.004,630.3,635.2,0.00035704,97.882,97.365,2120.3,,5200.003,7.01,72,15,12,55,219,39766.3,0
1370,0,382,14,2,0,2,3,0.002,1080.5,1111.2,0.00208003,63.425,107.132,,,,,313,12,11,85,1375,39240.2,0
837,0,180,2,3,3,1,1,0.001,1375.3,70009.3,0.81600001,28.904,1433.001,1360.3,,,3.01,122,1,1,10,837,40482.1,5
928,8,239,27,1,2,1,2,0.005,8063.4,8069.4,0.00020804,0.033,287.933,700.3,,1500.002,,30,2,0,90,928,39191.1,1
1320,0,364,80,3,1,1,1,131.802,35742.4,35776.3,0.00040403,0.081,1434.695,2970.4,,,15.05,20,1,0,19,1325,38332.4,1
650,3,175,2,1,1,1,1,-34.549,35773.5,35802.2,0.00034402,0.022,1436.165,4723.1,1972.2,8600.004,13.02,1,1,0,13,650,27403.5,1
58,0,20,9,5,1,1,1,-3.986,35783.2,35789.1,7.12E-05,0.042,1436.105,,,,12.05,23,8,3,27,58,32794.1,1
1244,3,180,2,3,1,1,1,-150.525,35767.3,35803.1,0.00042703,10.605,1436.045,3180.1,1600.4,1800.005,10.04,284,1,1,147,1249,23613.2,1
2,0,1,1,1,1,1,1,-74.998,35700.3,35700.2,1.00E-08,0.003,1436.105,1800.3,,,15.04,2,1,1,2,2,41588.2,1
208,21,75,31,9,0,6,0,0.004,622.1,623.4,7.15E-05,97.902,97.204,1700.1,,3600.002,5.04,30,11,4,60,208,31598.3,0
1377,0,382,14,2,0,1,0,0.005,480.2,494.2,0.00102001,97.424,94.352,,,,,104,12,10,51,1382,40143.5,0
599,0,171,16,3,0,4,0,0.004,511.5,515.2,0.00029105,97.505,95.201,1600.1,,,5.03,72,15,12,69,599,40538.3,0
938,35,243,56,5,1,1,1,156.062,35773.1,35799.5,0.00030802,0.023,1436.082,4800.5,2000.1,10600.005,15.04,1,1,0,25,938,27831.3,1
251,3,92,2,1,0,4,0,0.003,606.1,625.5,0.00136003,97.991,97.015,4.4,,,,82,1,5,11,251,40038.4,0
391,12,121,14,3,1,3,1,86.512,35777.1,35791.3,0.00016603,0.774,1436.004,1390.5,620.2,,3.01,105,12,2,42,391,29640.3,0
1125,12,120,14,3,0,1,0,0.003,688.3,704.3,0.00113002,98.263,98.691,,,,,104,12,11,54,1130,39624.1,2
541,7,149,5,4,0,1,4,0.004,1480.2,1511.1,0.00197005,82.501,115.901,270.3,,120.004,43958.02,130,6,7,59,541,38736.3,1
1240,3,180,2,3,1,1,1,,35780.3,35785.4,5.93E-05,6.994,1435.884,3454.2,1600.5,3500.005,15.05,2,1,1,10,1245,39504.5,1
959,3,245,2,1,0,1,3,0.003,787.5,796.2,0.00062804,45.002,100.701,45.5,22.4,160.005,5.02,12,1,18,14,959,25986.2,1
17,3,5,2,1,0,1,3,0.002,495.5,791.4,0.02110005,64.604,97.505,5.2,,,,9,1,4,10,17,38767.2,2
542,7,149,5,4,0,1,4,0.003,1497.5,1510.3,0.00082601,82.501,116.102,270.3,,120.003,43958.01,130,6,7,59,542,37153.4,1
1314,0,361,20,0,0,1,2,0.003,533.3,550.3,0.00123001,14.981,95.484,123.3,,,,300,19,6,40,1319,41166.5,2
1010,3,254,2,2,0,1,3,0.003,430.4,444.3,0.00103001,40.514,94.684,,,,,223,1,18,86,1010,39401.3,2
